,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
1796,Pike,1.936,0.495,0.237,0.346,0.471,0.439
1798,Pontotoc,1.35,0.476,0.234,0.315,0.445,0.387
1800,Prentiss,1.402,0.473,0.142,0.292,0.419,0.333
1802,Quitman,0.588,0.608,0.193,0.18,0.272,0.476
1804,Rankin,1.234,0.522,0.652,0.566,0.544,0.393
1806,Scott,1.773,0.466,0.336,0.385,0.421,0.58
1808,Sharkey,-0.138,0.489,0.301,0.09,0.138,0.572
1810,Simpson,1.512,0.416,0.227,0.311,0.53,0.388
1812,Smith,1.358,0.442,0.262,0.331,0.398,0.464
1814,Stone,0.767,0.135,0.208,0.361,0.425,0.563
1816,Sunflower,2.889,0.637,0.164,0.357,0.339,0.458
1818,Tallahatchie,1.523,0.494,0.118,0.256,0.318,0.43
1820,Tate,2.016,0.622,0.172,0.284,0.401,0.411
1822,Tippah,1.268,0.497,0.144,0.327,0.348,0.33
1824,Tishomingo,1.699,0.371,0.125,0.278,0.342,0.471
1826,Tunica,0.461,0.762,0.386,0.243,0.209,0.478
1828,Union,1.706,0.492,0.165,0.338,0.424,0.342
1830,Walthall,1.957,0.623,0.206,0.291,0.405,0.438
1832,Warren,1.837,0.633,0.335,0.36,0.468,0.444
1834,Washington,2.148,0.599,0.209,0.324,0.4,0.447
1836,Wayne,0.728,0.272,0.196,0.312,0.304,0.445
1838,Webster,0.468,0.54,0.261,0.271,0.316,0.36
1840,Wilkinson,1.32,0.447,0.21,0.309,0.397,0.413
1842,Winston,1.137,0.549,0.384,0.313,0.435,0.449
1844,Yalobusha,2.471,0.443,0.095,0.26,0.36,0.46
1846,Yazoo,1.619,0.578,0.241,0.333,0.296,0.49
1850,North Carolina,2.141,0.435,0.273,0.419,0.463,0.431
1852,Alamance,1.273,0.525,0.376,0.435,0.471,0.336
1854,Alexander,1.467,0.448,0.2,0.335,0.466,0.345
1856,Alleghany,0.907,0.201,0.123,0.341,0.384,0.362
1858,Anson,2.841,0.483,0.109,0.356,0.385,0.381
1860,Ashe,1.514,0.221,0.12,0.378,0.48,0.354
1862,Avery,1.523,0.251,0.174,0.393,0.481,0.434
1864,Beaufort,2.216,0.56,0.381,0.459,0.513,0.519
1866,Bertie,4.796,0.56,0.156,0.382,0.545,0.508
1868,Bladen,3.478,0.386,0.132,0.482,0.367,0.481
1870,Brunswick,2.343,0.522,0.356,0.589,0.418,0.491
1872,Buncombe,0.269,0.11,0.506,0.502,0.551,0.332
1874,Burke,1.031,0.289,0.286,0.444,0.383,0.441
1876,Cabarrus,0.704,0.604,0.649,0.363,0.508,0.322
1878,Caldwell,1.284,0.427,0.284,0.355,0.466,0.405
1880,Camden,2.638,0.533,0.226,0.335,0.437,0.556
1882,Carteret,3.317,0.555,0.307,0.44,0.481,0.697
1884,Caswell,2.756,0.526,0.127,0.38,0.347,0.394
1886,Catawba,1.204,0.471,0.506,0.519,0.509,0.37
1888,Chatham,2.844,0.466,0.226,0.535,0.498,0.396
1890,Cherokee,0.338,0.066,0.227,0.367,0.54,0.456
1892,Chowan,3.88,0.5,0.143,0.287,0.463,0.582
1894,Clay,0.731,0.1,0.169,0.325,0.556,0.522
1896,Cleveland,1.562,0.447,0.291,0.429,0.491,0.369
1898,Columbus,5.948,0.436,0.124,0.546,0.529,0.488
1900,Craven,2.412,0.532,0.383,0.512,0.436,0.616
1902,Cumberland,0.915,0.494,0.585,0.471,0.443,0.389
1904,Currituck,3.74,0.54,0.201,0.397,0.421,0.614
1906,Dare,2.975,0.552,0.389,0.444,0.553,0.742
1908,Davidson,1.85,0.568,0.317,0.457,0.466,0.366
1910,Davie,2.659,0.533,0.191,0.387,0.536,0.353
1912,Duplin,4.644,0.491,0.105,0.52,0.339,0.383
1914,Durham,0.49,0.386,0.585,0.394,0.451,0.328
1916,Edgecombe,2.948,0.488,0.15,0.375,0.425,0.438
1918,Forsyth,0.512,0.501,0.553,0.396,0.456,0.25
1920,Franklin,2.728,0.444,0.21,0.493,0.443,0.448
1922,Gaston,0.856,0.537,0.686,0.534,0.455,0.316
1924,Gates,4.175,0.486,0.129,0.318,0.486,0.532
1926,Graham,0.933,0.171,0.179,0.328,0.426,0.513
1928,Granville,2.302,0.494,0.217,0.416,0.443,0.421
1930,Greene,1.669,0.496,0.222,0.332,0.402,0.435
1932,Guilford,1.179,0.569,0.57,0.514,0.47,0.36
1934,Halifax,4.425,0.5,0.129,0.483,0.396,0.439
1936,Harnett,2.033,0.501,0.254,0.443,0.418,0.418
1938,Haywood,0.919,0.136,0.202,0.44,0.559,0.446
1940,Henderson,0.363,0.206,0.474,0.403,0.52,0.301
1942,Hertford,3.014,0.524,0.153,0.361,0.443,0.426
1944,Hoke,1.588,0.385,0.201,0.37,0.389,0.44
1946,Hyde,1.57,0.435,0.441,0.305,0.587,0.662
1948,Iredell,1.029,0.577,0.582,0.471,0.5,0.325
1950,Jackson,1.324,0.25,0.238,0.457,0.52,0.414
1952,Johnston,2.011,0.543,0.406,0.573,0.491,0.412
1954,Jones,3.183,0.547,0.191,0.341,0.365,0.605
1956,Lee,0.777,0.439,0.432,0.365,0.476,0.349
1958,Lenoir,3.006,0.595,0.184,0.363,0.465,0.427
1960,Lincoln,0.934,0.47,0.463,0.374,0.47,0.406
1962,Macon,0.973,0.213,0.309,0.407,0.591,0.472
1964,Madison,0.909,0.187,0.189,0.405,0.523,0.33
1966,Martin,4.457,0.514,0.154,0.434,0.478,0.504
1968,McDowell,0.606,0.21,0.262,0.358,0.36,0.445
1970,Mecklenburg,0.973,0.557,0.693,0.661,0.449,0.231
1972,Mitchell,1.083,0.208,0.148,0.306,0.522,0.378
1974,Montgomery,2.574,0.461,0.134,0.42,0.355,0.379
1976,Moore,2.263,0.423,0.199,0.501,0.483,0.318
1978,Nash,2.618,0.436,0.222,0.501,0.474,0.433
1980,New Hanover,1.185,0.498,0.588,0.389,0.531,0.537
1982,Northampton,5.823,0.606,0.117,0.488,0.389,0.43
1984,Onslow,1.921,0.575,0.39,0.459,0.364,0.555
1986,Orange,2.116,0.42,0.184,0.365,0.442,0.442
1988,Pamlico,2.457,0.525,0.29,0.308,0.502,0.631
1990,Pasquotank,1.874,0.539,0.289,0.309,0.448,0.529
1992,Pender,6.66,0.579,0.126,0.471,0.494,0.499
1994,Perquimans,3.208,0.48,0.156,0.315,0.388,0.586
1996,Person,2.918,0.421,0.132,0.36,0.514,0.385
1998,Pitt,2.16,0.555,0.362,0.514,0.496,0.433
2000,Polk,1.653,0.407,0.191,0.37,0.556,0.284
2002,Randolph,3.492,0.52,0.187,0.539,0.435,0.391
2004,Richmond,1.319,0.362,0.195,0.419,0.354,0.366
2006,Robeson,3.475,0.426,0.176,0.561,0.429,0.445
2008,Rockingham,2.225,0.501,0.224,0.448,0.438,0.383
2010,Rowan,1.515,0.535,0.326,0.436,0.457,0.351
2012,Rutherford,1.29,0.224,0.195,0.493,0.453,0.376
2014,Sampson,4.78,0.544,0.126,0.489,0.417,0.401
2016,Scotland,2.232,0.472,0.172,0.398,0.386,0.405
2018,Stanly,2.067,0.472,0.204,0.38,0.545,0.329
2020,Stokes,2.577,0.484,0.148,0.415,0.485,0.296
2022,Surry,1.623,0.459,0.217,0.399,0.447,0.335
2024,Swain,0.078,0.01,0.195,0.417,0.544,0.542
2026,Transylvania,1.953,0.329,0.221,0.397,0.609,0.431
2028,Tyrrell,1.435,0.674,0.565,0.247,0.417,0.701
2030,Union,1.515,0.581,0.445,0.484,0.518,0.347
2032,Vance,3.069,0.497,0.141,0.336,0.49,0.411
2034,Wake,1.128,0.457,0.714,0.736,0.509,0.326
2036,Warren,2.776,0.455,0.136,0.407,0.347,0.432
2038,Washington,1.551,0.454,0.288,0.268,0.399,0.604
2040,Watauga,1.142,0.243,0.165,0.385,0.45,0.353
2042,Wayne,2.309,0.45,0.206,0.473,0.432,0.385
2044,Wilkes,1.767,0.415,0.15,0.379,0.401,0.341
2046,Wilson,1.636,0.471,0.308,0.38,0.484,0.451
2048,Yadkin,4.462,0.548,0.112,0.404,0.469,0.37
2050,Yancey,0.265,0.063,0.159,0.281,0.499,0.38
2054,South Carolina,1.969,0.462,0.279,0.393,0.437,0.42
2056,Abbeville,1.504,0.292,0.153,0.335,0.464,0.4
2058,Aiken,1.764,0.498,0.371,0.509,0.491,0.403
2060,Allendale,-0.074,0.505,0.192,0.182,0.268,0.39
2062,Anderson,1.431,0.539,0.536,0.506,0.506,0.441
2064,Bamberg,1.312,0.505,0.115,0.275,0.333,0.37
2066,Barnwell,2.14,0.44,0.153,0.278,0.412,0.487
2068,Beaufort,1.34,0.484,0.432,0.372,0.493,0.502
2070,Berkeley,2.543,0.577,0.445,0.565,0.428,0.656
2072,Calhoun,3.102,0.558,0.142,0.338,0.511,0.361
2074,Charleston,1.98,0.587,0.586,0.553,0.508,0.611
2076,Cherokee,0.509,0.444,0.295,0.376,0.355,0.26
2078,Chester,1.697,0.521,0.166,0.365,0.37,0.342
2080,Chesterfield,1.681,0.41,0.148,0.373,0.343,0.383
2082,Clarendon,3.264,0.494,0.142,0.401,0.38,0.457
2084,Colleton,4.613,0.537,0.15,0.419,0.496,0.488
2086,Darlington,2.134,0.427,0.172,0.402,0.409,0.4
2088,Dillon,2.725,0.483,0.098,0.341,0.338,0.399
2090,Dorchester,1.67,0.611,0.458,0.409,0.489,0.489
2092,Edgefield,2.193,0.472,0.157,0.282,0.371,0.51
2094,Fairfield,4.046,0.551,0.109,0.376,0.469,0.357
2096,Florence,1.593,0.381,0.323,0.466,0.501,0.456
2098,Georgetown,3.306,0.384,0.157,0.458,0.432,0.524
2100,Greenville,0.805,0.48,0.785,0.575,0.513,0.315
2102,Greenwood,1.426,0.42,0.226,0.325,0.504,0.37
2104,Hampton,2.371,0.412,0.105,0.287,0.411,0.42
2106,Horry,1.611,0.444,0.409,0.531,0.433,0.495
2108,Jasper,2.45,0.403,0.159,0.331,0.526,0.427
2110,Kershaw,1.844,0.371,0.207,0.434,0.526,0.341
2112,Lancaster,1.349,0.55,0.271,0.361,0.436,0.344
2114,Laurens,1.426,0.43,0.2,0.398,0.398,0.333
2116,Lee,1.241,0.298,0.105,0.298,0.322,0.412
2118,Lexington,1.117,0.563,0.615,0.476,0.561,0.346
2120,Marion,3.977,0.369,0.097,0.354,0.444,0.498
2122,Marlboro,1.577,0.402,0.102,0.296,0.295,0.419
2124,McCormick,2.143,0.47,0.169,0.278,0.343,0.551
2126,Newberry,2.943,0.494,0.172,0.326,0.549,0.437
2128,Oconee,0.867,0.283,0.36,0.411,0.459,0.449
2130,Orangeburg,4.303,0.523,0.152,0.511,0.456,0.404
2132,Pickens,1.055,0.427,0.42,0.427,0.491,0.38
2134,Richland,0.811,0.455,0.694,0.502,0.515,0.36
2136,Saluda,1.881,0.414,0.107,0.286,0.329,0.439
2138,Spartanburg,0.697,0.482,0.747,0.521,0.483,0.302
2140,Sumter,1.516,0.454,0.287,0.374,0.486,0.409
2142,Union,1.576,0.409,0.14,0.363,0.353,0.358
2144,Williamsburg,4.397,0.399,0.103,0.365,0.459,0.512
2146,York,0.699,0.586,0.698,0.451,0.457,0.299
2150,Tennessee,0.888,0.37,0.26,0.305,0.409,0.37
2152,Anderson,0.307,0.259,0.392,0.308,0.437,0.319
2154,Bedford,0.657,0.312,0.228,0.358,0.422,0.283
2156,Benton,0.94,0.394,0.148,0.212,0.398,0.409
2158,Bledsoe,0.408,0.372,0.161,0.258,0.352,0.324
2160,Blount,0.34,0.235,0.626,0.346,0.498,0.408
2162,Bradley,0.288,0.366,0.52,0.293,0.459,0.295
2164,Campbell,0.62,0.252,0.177,0.291,0.345,0.399
2166,Cannon,0.257,0.387,0.104,0.239,0.377,0.281
2168,Carroll,2.032,0.503,0.174,0.324,0.42,0.413
2170,Carter,0.532,0.138,0.174,0.277,0.418,0.451
2172,Cheatham,2.588,0.476,0.141,0.306,0.485,0.406
2174,Chester,1.342,0.374,0.137,0.244,0.413,0.419
2176,Claiborne,0.624,0.271,0.164,0.305,0.319,0.382
2178,Clay,0.98,0.522,0.13,0.225,0.297,0.432
2180,Cocke,0.341,0.158,0.209,0.293,0.35,0.4
2182,Coffee,1.068,0.391,0.312,0.307,0.523,0.409
2184,Crockett,1.977,0.53,0.139,0.312,0.409,0.359
2186,Cumberland,0.744,0.321,0.256,0.344,0.412,0.353
2188,Davidson,0.741,0.488,0.595,0.524,0.447,0.255
2190,Decatur,0.346,0.38,0.15,0.155,0.331,0.436
2192,DeKalb,0.715,0.297,0.155,0.282,0.375,0.36
2194,Dickson,2.568,0.391,0.136,0.358,0.512,0.379
2196,Dyer,1.684,0.522,0.288,0.365,0.478,0.414
2198,Fayette,2.536,0.654,0.234,0.424,0.457,0.358
2200,Fentress,0.376,0.437,0.23,0.24,0.33,0.37
2202,Franklin,1.055,0.29,0.207,0.355,0.436,0.386
2204,Gibson,1.148,0.52,0.359,0.356,0.485,0.363
2206,Giles,1.47,0.334,0.124,0.337,0.416,0.337
2208,Grainger,0.214,0.327,0.158,0.228,0.314,0.357
2210,Greene,0.883,0.323,0.223,0.341,0.411,0.363
2212,Grundy,0.89,0.419,0.151,0.303,0.327,0.354
2214,Hamblen,0.108,0.188,0.471,0.244,0.406,0.336
2216,Hamilton,0.562,0.476,0.832,0.517,0.47,0.276
2218,Hancock,0.208,0.29,0.133,0.259,0.318,0.317
2220,Hardeman,1.067,0.64,0.165,0.286,0.302,0.373
2222,Hardin,1.081,0.345,0.15,0.274,0.311,0.46
2224,Hawkins,0.706,0.35,0.169,0.317,0.362,0.319
2226,Haywood,1.793,0.575,0.149,0.31,0.329,0.404
2228,Henderson,1.383,0.472,0.201,0.284,0.434,0.399
2230,Henry,2.164,0.5,0.165,0.334,0.425,0.402
2232,Hickman,1.092,0.305,0.15,0.234,0.46,0.41
2234,Houston,0.552,0.545,0.203,0.17,0.425,0.373
2236,Humphreys,2.554,0.475,0.157,0.283,0.513,0.441
2238,Jackson,0.029,0.424,0.168,0.265,0.21,0.363
2240,Jefferson,0.798,0.381,0.252,0.291,0.442,0.36
2242,Johnson,1.324,0.337,0.115,0.26,0.356,0.431
2244,Knox,0.41,0.277,0.657,0.521,0.501,0.245
2246,Lake,0.774,0.673,0.229,0.194,0.262,0.501
2248,Lauderdale,1.311,0.397,0.184,0.314,0.3,0.48
2250,Lawrence,1.025,0.297,0.201,0.322,0.453,0.384
2252,Lewis,0.063,0.311,0.13,0.218,0.299,0.349
2254,Lincoln,0.576,0.226,0.162,0.271,0.462,0.319
2256,Loudon,0.331,0.259,0.471,0.338,0.46,0.324
2258,Macon,0.262,0.173,0.15,0.243,0.39,0.331
2260,Madison,1.295,0.539,0.478,0.412,0.501,0.432
2262,Marion,0.708,0.442,0.254,0.302,0.375,0.351
2264,Marshall,0.582,0.283,0.201,0.304,0.437,0.302
2266,Maury,0.967,0.314,0.264,0.366,0.5,0.347
2268,McMinn,0.656,0.357,0.368,0.356,0.442,0.349
2270,McNairy,2.041,0.446,0.149,0.346,0.377,0.415
2272,Meigs,-0.22,0.379,0.213,0.15,0.286,0.372
2274,Monroe,0.483,0.249,0.384,0.319,0.379,0.469
2276,Montgomery,0.873,0.456,0.429,0.359,0.418,0.425
2278,Moore,1.574,0.377,0.112,0.237,0.518,0.333
2280,Morgan,1.107,0.369,0.154,0.286,0.431,0.347
2282,Obion,1.663,0.418,0.229,0.336,0.449,0.461
2284,Overton,0.652,0.305,0.145,0.253,0.425,0.326
2286,Perry,0.323,0.263,0.112,0.203,0.381,0.345
2288,Pickett,0.173,0.333,0.157,0.102,0.413,0.406
2290,Polk,0.93,0.266,0.241,0.316,0.389,0.503
2292,Putnam,0.894,0.281,0.215,0.375,0.47,0.309
2294,Rhea,0.351,0.281,0.291,0.295,0.354,0.359
2296,Roane,0.289,0.338,0.402,0.306,0.408,0.295
2298,Robertson,1.831,0.53,0.254,0.355,0.492,0.392
2300,Rutherford,0.371,0.312,0.597,0.376,0.483,0.309
2302,Scott,0.314,0.187,0.182,0.268,0.361,0.359
2304,Sequatchie,0.317,0.428,0.198,0.268,0.319,0.327
2306,Sevier,0.551,0.332,0.509,0.385,0.424,0.401
2308,Shelby,0.719,0.582,0.99,0.595,0.443,0.312
2310,Smith,0.901,0.386,0.135,0.258,0.422,0.325
2312,Stewart,2.304,0.528,0.147,0.25,0.338,0.532
2314,Sullivan,0.533,0.284,0.443,0.427,0.448,0.33
2316,Sumner,0.717,0.455,0.543,0.401,0.515,0.315
2318,Tipton,1.056,0.567,0.365,0.354,0.413,0.377
2320,Trousdale,0.649,0.422,0.118,0.157,0.452,0.356
2322,Unicoi,0.533,0.14,0.159,0.258,0.403,0.458
2324,Union,0.223,0.226,0.162,0.204,0.366,0.364
2326,Van Buren,-0.018,0.137,0.175,0.251,0.21,0.364
2328,Warren,0.404,0.153,0.116,0.303,0.392,0.296
2330,Washington,0.338,0.338,0.54,0.286,0.482,0.338
2332,Wayne,0.566,0.309,0.195,0.259,0.374,0.379
2334,Weakley,3.27,0.507,0.124,0.321,0.502,0.39
2336,White,0.598,0.213,0.144,0.282,0.406,0.348
2338,Williamson,0.813,0.387,0.501,0.407,0.547,0.362
2340,Wilson,1.143,0.443,0.414,0.423,0.566,0.337
2342,Henry,3.253,0.633,0.303,0.457,0.511,0.543
2344,Iroquois,9.831,0.679,0.105,0.527,0.544,0.425
2346,Jackson,3.724,0.559,0.215,0.468,0.424,0.549
2348,Jasper,7.863,0.643,0.101,0.317,0.571,0.516
2350,Jefferson,4.515,0.69,0.151,0.392,0.482,0.404
2352,Jersey,6.736,0.644,0.113,0.35,0.545,0.478
2354,Jo Daviess,4.529,0.693,0.216,0.404,0.617,0.455
2356,Johnson,4.582,0.673,0.198,0.372,0.372,0.66
2358,Kane,1.835,0.709,0.633,0.595,0.553,0.393
2360,Kankakee,3.498,0.638,0.282,0.486,0.5,0.515
2362,Kendall,3.163,0.734,0.354,0.447,0.594,0.475
2364,Knox,5.308,0.659,0.175,0.406,0.448,0.589
2366,Lake,2.011,0.687,0.621,0.613,0.54,0.458
2368,LaSalle,5.155,0.706,0.301,0.686,0.566,0.511
2370,Lawrence,3.478,0.601,0.162,0.279,0.49,0.499
2372,Lee,9.234,0.667,0.128,0.523,0.538,0.537
2374,Livingston,10.658,0.691,0.13,0.558,0.593,0.548
2376,Logan,4.057,0.688,0.213,0.369,0.531,0.5
2378,Macon,3.549,0.625,0.205,0.468,0.472,0.403
2380,Macoupin,8.944,0.691,0.132,0.511,0.619,0.46
2382,Madison,1.722,0.706,0.696,0.66,0.497,0.391
2384,Marion,6.51,0.746,0.141,0.404,0.501,0.475
2386,Marshall,4.795,0.659,0.183,0.351,0.634,0.467
2388,Mason,4.782,0.653,0.15,0.342,0.505,0.487
2390,Massac,2.049,0.516,0.216,0.296,0.436,0.494
2392,McDonough,5.075,0.621,0.153,0.434,0.43,0.508
2394,McHenry,1.925,0.662,0.612,0.574,0.604,0.432
2396,McLean,6.167,0.654,0.203,0.677,0.469,0.484
2398,Menard,6.054,0.712,0.126,0.319,0.513,0.492
2400,Mercer,3.641,0.674,0.287,0.351,0.684,0.517
2402,Monroe,3.24,0.635,0.242,0.422,0.563,0.408
2404,Montgomery,7.197,0.657,0.159,0.449,0.646,0.52
2406,Morgan,2.881,0.662,0.285,0.407,0.559,0.429
2408,Moultrie,8.786,0.692,0.098,0.334,0.513,0.551
2410,Ogle,4.523,0.661,0.274,0.58,0.531,0.523
2412,Peoria,2.09,0.65,0.437,0.424,0.522,0.508
2414,Perry,5.875,0.675,0.142,0.354,0.607,0.446
2416,Piatt,6.937,0.719,0.13,0.4,0.558,0.445
2418,Pike,6.633,0.72,0.149,0.404,0.538,0.503
2420,Pope,4.759,0.621,0.225,0.272,0.529,0.796
2422,Pulaski,0.608,0.697,0.222,0.212,0.239,0.471
2424,Putnam,1.377,0.767,0.508,0.346,0.484,0.422
2426,Randolph,4.504,0.617,0.199,0.434,0.65,0.414
2428,Richland,4.979,0.705,0.116,0.29,0.458,0.465
2430,Rock Island,2.272,0.643,0.333,0.411,0.489,0.456
2432,Saline,3.026,0.555,0.202,0.343,0.416,0.556
2434,Sangamon,4.22,0.654,0.286,0.618,0.555,0.452
2436,Schuyler,5.259,0.581,0.11,0.286,0.536,0.479
2438,Scott,4.954,0.813,0.134,0.267,0.461,0.487
2440,Shelby,5.994,0.636,0.156,0.39,0.57,0.531
2442,St. Clair,1.077,0.679,0.728,0.506,0.464,0.364
2444,Stark,5.463,0.838,0.204,0.283,0.59,0.577
2446,Stephenson,5.137,0.698,0.159,0.355,0.557,0.46
2448,Tazewell,2.253,0.659,0.534,0.549,0.567,0.507
2450,Union,3.742,0.489,0.227,0.356,0.604,0.652
2452,Vermilion,3.786,0.552,0.222,0.464,0.451,0.571
2454,Wabash,2.836,0.631,0.151,0.29,0.395,0.459
2456,Warren,7.124,0.761,0.139,0.321,0.517,0.581
2458,Washington,4.753,0.764,0.184,0.402,0.513,0.433
2460,Wayne,4.119,0.64,0.151,0.342,0.537,0.409
2462,White,2.595,0.55,0.147,0.322,0.414,0.416
2464,Whiteside,5.791,0.641,0.153,0.42,0.471,0.545
2466,Will,2.081,0.678,0.779,0.776,0.576,0.484
2468,Williamson,3.088,0.609,0.328,0.461,0.557,0.545
2470,Winnebago,1.408,0.674,0.631,0.541,0.481,0.379
2472,Woodford,4.25,0.668,0.242,0.449,0.641,0.442
2474,Indiana,5.153,0.659,0.219,0.36,0.57,0.452
2476,Adams,4.932,0.607,0.118,0.315,0.545,0.427
2478,Allen,1.474,0.6,0.587,0.531,0.554,0.381
2480,Bartholomew,1.937,0.605,0.34,0.322,0.552,0.466
2482,Benton,13.29,0.682,0.069,0.341,0.609,0.506
2484,Blackford,4.177,0.666,0.111,0.228,0.559,0.402
2486,Boone,3.272,0.714,0.318,0.414,0.565,0.506
2488,Brown,8.511,0.546,0.095,0.348,0.585,0.572
2490,Carroll,6.378,0.69,0.146,0.353,0.592,0.507
2492,Cass,6.771,0.691,0.108,0.304,0.518,0.499
2494,Clark,0.98,0.67,0.572,0.338,0.484,0.4
2496,Clay,5.698,0.673,0.149,0.307,0.646,0.477
2498,Clinton,7.123,0.727,0.13,0.326,0.599,0.5
2500,Crawford,2.185,0.663,0.191,0.191,0.525,0.442
2502,Daviess,5.299,0.594,0.16,0.369,0.671,0.459
2504,Dearborn,3.413,0.714,0.237,0.33,0.606,0.432
2506,Decatur,5.217,0.642,0.176,0.353,0.655,0.49
2508,DeKalb,4.572,0.698,0.197,0.404,0.553,0.458
2510,Delaware,2.322,0.664,0.216,0.316,0.485,0.391
2512,Dubois,4.213,0.653,0.241,0.45,0.691,0.405
2514,Elkhart,1.449,0.75,0.572,0.43,0.485,0.408
2516,Fayette,4.939,0.712,0.106,0.24,0.501,0.451
2518,Floyd,0.681,0.637,0.539,0.286,0.538,0.309
2520,Fountain,8.493,0.688,0.08,0.294,0.5,0.497
2522,Franklin,7.832,0.722,0.126,0.311,0.693,0.478
2524,Fulton,8.504,0.545,0.089,0.329,0.653,0.501
2526,Gibson,3.268,0.62,0.228,0.384,0.582,0.421
2528,Grant,2.948,0.634,0.2,0.377,0.506,0.378
2530,Greene,6.208,0.542,0.115,0.379,0.558,0.494
2532,Hamilton,1.517,0.604,0.453,0.454,0.577,0.323
2534,Hancock,2.055,0.686,0.406,0.376,0.616,0.408
2536,Harrison,4.408,0.601,0.135,0.353,0.537,0.405
2538,Hendricks,2.11,0.685,0.477,0.475,0.583,0.43
2540,Henry,5.095,0.731,0.146,0.324,0.562,0.427
2542,Howard,1.823,0.647,0.268,0.249,0.525,0.43
2544,Huntington,7.416,0.654,0.121,0.396,0.611,0.452
2546,Jackson,4.188,0.607,0.189,0.355,0.601,0.479
2548,Jasper,11.749,0.716,0.102,0.479,0.612,0.484
2550,Jay,4.631,0.705,0.118,0.302,0.529,0.378
2552,Jefferson,6.849,0.729,0.133,0.335,0.539,0.526
2554,Jennings,5.77,0.56,0.113,0.337,0.558,0.476
2556,Johnson,1.749,0.659,0.513,0.387,0.592,0.475
2558,Knox,3.804,0.625,0.205,0.383,0.57,0.449
2560,Kosciusko,4.578,0.74,0.251,0.468,0.548,0.499
2562,LaGrange,7.024,0.552,0.097,0.411,0.515,0.459
2564,Lake,1.023,0.678,0.777,0.602,0.467,0.265
2566,LaPorte,2.861,0.772,0.296,0.462,0.504,0.356
2568,Lawrence,6.492,0.652,0.131,0.367,0.606,0.463
2570,Madison,2.851,0.669,0.218,0.346,0.524,0.398
2572,Marion,1.009,0.625,0.723,0.667,0.444,0.21
2574,Marshall,5.834,0.599,0.164,0.44,0.615,0.497
2576,Martin,5.946,0.577,0.129,0.3,0.576,0.571
2578,Miami,6.795,0.743,0.115,0.283,0.563,0.485
2580,Monroe,2.219,0.614,0.361,0.417,0.439,0.542
2582,Montgomery,9.013,0.667,0.109,0.392,0.63,0.483
2584,Morgan,4.86,0.664,0.213,0.465,0.566,0.493
2586,Newton,14.854,0.784,0.07,0.372,0.556,0.508
2588,Noble,4.86,0.671,0.163,0.377,0.48,0.503
2590,Ohio,4.407,0.573,0.124,0.241,0.62,0.446
2592,Orange,4.994,0.53,0.126,0.287,0.654,0.464
2594,Owen,3.747,0.579,0.181,0.331,0.554,0.489
2596,Parke,9.701,0.639,0.08,0.326,0.573,0.495
2598,Perry,5.3,0.727,0.163,0.269,0.6,0.526
2600,Pike,5.84,0.674,0.132,0.327,0.571,0.468
2602,Porter,1.652,0.685,0.615,0.544,0.564,0.377
2604,Posey,4.324,0.737,0.198,0.343,0.602,0.434
2606,Pulaski,12.135,0.669,0.074,0.342,0.647,0.47
2608,Putnam,8.358,0.62,0.116,0.406,0.618,0.514
2610,Randolph,7.661,0.648,0.093,0.311,0.575,0.465
2612,Ripley,8.659,0.772,0.157,0.348,0.78,0.527
2614,Rush,6.921,0.696,0.143,0.296,0.743,0.478
2616,Scott,3.054,0.696,0.161,0.233,0.497,0.452
2618,Shelby,4.544,0.683,0.186,0.323,0.599,0.487
2620,Spencer,5.657,0.672,0.167,0.375,0.655,0.455
2622,St. Joseph,1.575,0.673,0.513,0.48,0.473,0.403
2624,Starke,5.839,0.706,0.105,0.344,0.469,0.418
2626,Steuben,5.484,0.646,0.158,0.404,0.599,0.443
2628,Sullivan,7.415,0.636,0.112,0.391,0.574,0.46
2630,Switzerland,4.118,0.642,0.118,0.295,0.46,0.435
2632,Tippecanoe,2.321,0.589,0.344,0.469,0.501,0.457
2634,Tipton,10.332,0.616,0.079,0.318,0.696,0.454
2636,Union,5.558,0.681,0.094,0.244,0.465,0.491
2638,Vanderburgh,0.556,0.603,0.752,0.278,0.549,0.355
2640,Vermillion,3.657,0.684,0.181,0.288,0.537,0.467
2642,Vigo,2.009,0.622,0.332,0.357,0.525,0.442
2644,Wabash,9.771,0.67,0.099,0.365,0.667,0.475
2646,Warren,8.347,0.689,0.102,0.31,0.541,0.546
2648,Warrick,2.817,0.672,0.324,0.404,0.632,0.423
2650,Washington,5.5,0.637,0.119,0.313,0.571,0.433
2652,Wayne,3.372,0.664,0.184,0.319,0.534,0.422
2654,Wells,5.983,0.674,0.129,0.308,0.611,0.457
2656,White,8.785,0.67,0.12,0.447,0.587,0.502
2658,Whitley,4.188,0.694,0.183,0.324,0.573,0.455
2660,Michigan,5.939,0.705,0.177,0.412,0.492,0.418
2662,Alcona,7.999,0.702,0.086,0.347,0.474,0.457
2664,Alger,6.418,0.583,0.104,0.301,0.602,0.473
2666,Allegan,6.546,0.65,0.135,0.51,0.555,0.372
2668,Alpena,6.39,0.729,0.131,0.354,0.516,0.485
2670,Antrim,5.528,0.728,0.129,0.387,0.499,0.395
2672,Arenac,10.083,0.732,0.066,0.369,0.492,0.389
